Unnamed: 0,label,text,hindi,bengali
274,Dengue,There is a constant behind my eyes. I have developed red spots on my neck and face and rashes on my arms. My arms and legs pain a lot. . The spots are itchy and uncomfortable and it is worrying me.,मेरी आँखों के पीछे एक निरंतरता है। मैंने अपनी गर्दन और चेहरे पर लाल धब्बे विकसित किए हैं और मेरी बाहों पर चकत्ते हैं। मेरे हाथ और पैर बहुत दर्द करते हैं। । स्पॉट खुजली और असहज हैं और यह मुझे चिंता कर रहा है।,আমার চোখের পিছনে একটি ধ্রুবক আছে। আমি আমার ঘাড়ে এবং মুখে লাল দাগ তৈরি করেছি এবং আমার বাহুতে ফুসকুড়ি করেছি। আমার বাহু ও পা প্রচুর ব্যথা করে। । দাগগুলি চুলকানি এবং অস্বস্তিকর এবং এটি আমাকে উদ্বেগজনক।
275,Dengue,"I've been feeling sick and feel a strong need to vomit. There is a sharp ache behind my eyes, and swollen red dots all over my back.","मैं बीमार महसूस कर रहा हूं और उल्टी करने की मजबूत जरूरत महसूस कर रहा हूं। मेरी आँखों के पीछे एक तेज दर्द है, और मेरी पीठ पर लाल डॉट्स को सूज गया है।",আমি অসুস্থ বোধ করছি এবং বমি করার একটি শক্তিশালী প্রয়োজন বোধ করছি। আমার চোখের পিছনে একটি তীব্র ব্যথা রয়েছে এবং আমার পিছনে সমস্ত ফোলা লাল বিন্দু রয়েছে।
276,Dengue,My shivers and shivering have been accompanied with a sensation of coldness and a very high fever. Rashes on my arms and red patches on my neck have also appeared. ,मेरी कांपना और कंपकंपी के साथ ठंडक और बहुत तेज बुखार की अनुभूति हुई है। मेरी बाहों पर चकत्ते और मेरी गर्दन पर लाल पैच भी दिखाई दिए हैं।,আমার শাওয়ার এবং কাঁপুনি দিয়ে শীতলতার সংবেদন এবং খুব উচ্চ জ্বরের সাথে রয়েছে। আমার বাহুতে ফুসকুড়ি এবং আমার ঘাড়ে লাল প্যাচগুলিও উপস্থিত হয়েছে।
277,Dengue,"I have been suffering from severe joint ache. I feel vomiting most of the time, and I am developing a moderate fever with chills. The fever that doesn't seem to come down even with medication.","मैं गंभीर संयुक्त दर्द से पीड़ित रहा हूं। मैं ज्यादातर समय उल्टी महसूस करता हूं, और मैं ठंड लगने के साथ एक मध्यम बुखार विकसित कर रहा हूं। बुखार जो दवा के साथ भी नीचे नहीं आता है।",আমি মারাত্মক যৌথ ব্যথা ভুগছি। আমি বেশিরভাগ সময় বমি বমি ভাব অনুভব করি এবং আমি শীতল হয়ে একটি মাঝারি জ্বর বিকাশ করছি। জ্বর যা ওষুধ দিয়েও নেমে আসে বলে মনে হয় না।
278,Dengue,"The vomiting I've been having has been followed by stomach pains and dizziness. I've lost my appetite and as a result feel weak. My arms, back, neck pain most of the time.","मेरे पास जो उल्टी हो रही है, उसके बाद पेट में दर्द और चक्कर आना है। मैंने अपनी भूख खो दी है और परिणामस्वरूप कमजोर महसूस किया है। मेरी बाहें, पीठ, गर्दन का दर्द ज्यादातर समय।","আমি যে বমি বমি করছি তা পেটের ব্যথা এবং মাথা ঘোরা হয়েছে। আমি আমার ক্ষুধা হারিয়েছি এবং ফলস্বরূপ দুর্বল বোধ করছি। আমার বাহু, পিছনে, ঘাড়ের ব্যথা বেশিরভাগ সময়।"
279,Dengue,I have developed red spots on my arms and legs that are itchy and inflamed. I have been feeling nauseaus and have a constant urge to vomit. This is accomapanied by mild fever.,मैंने अपनी बाहों और पैरों पर लाल धब्बे विकसित किए हैं जो खुजली और सूजन हैं। मैं मतली महसूस कर रहा हूं और उल्टी करने का आग्रह करता हूं। यह हल्के बुखार के साथ होता है।,আমি আমার বাহু এবং পায়ে লাল দাগ তৈরি করেছি যা চুলকানি এবং ফুলে গেছে। আমি বমি বমি ভাব বোধ করছি এবং বমি করার জন্য অবিচ্ছিন্ন তাগিদ রয়েছে। এটি হালকা জ্বর দ্বারা পরিবেশন করা হয়।
280,Dengue,"I have developed a skin rash that covers my entire body. The rash is red and swollen, and is worse in certain areas such as my arms and legs. I have also lost my appetite. ","मैंने एक त्वचा दाने विकसित की है जो मेरे पूरे शरीर को कवर करती है। दाने लाल और सूज गए हैं, और कुछ क्षेत्रों में बदतर है जैसे कि मेरे हाथ और पैर। मैंने अपनी भूख भी खो दी है।",আমি একটি ত্বকের ফুসকুড়ি তৈরি করেছি যা আমার পুরো শরীরকে covers েকে দেয়। ফুসকুড়ি লাল এবং ফোলা এবং আমার বাহু এবং পায়ে যেমন নির্দিষ্ট কিছু অঞ্চলে আরও খারাপ। আমি আমার ক্ষুধাও হারিয়েছি।
281,Dengue,I have been experiencing chills and shivering. There is a strong pain in my back and also behind my eyes. I have also noticed small red spots on my back and neck. ,मैं ठंड लगने और कंपकंपी का अनुभव कर रहा हूं। मेरी पीठ में एक मजबूत दर्द है और मेरी आँखों के पीछे भी। मैंने अपनी पीठ और गर्दन पर छोटे लाल धब्बे भी देखे हैं।,আমি ঠাণ্ডা এবং কাঁপতে যাচ্ছি। আমার পিঠে এবং আমার চোখের পিছনেও শক্ত ব্যথা রয়েছে। আমি আমার পিঠে এবং ঘাড়ে ছোট লাল দাগগুলিও লক্ষ্য করেছি।
282,Dengue,I have been experiencing severe joint pain that is making my day very difficult. I feel like vomiting all the time and have a mild headache too.,मैं गंभीर जोड़ों के दर्द का अनुभव कर रहा हूं जो मेरे दिन को बहुत मुश्किल बना रहा है। मुझे लगता है कि हर समय उल्टी हो जाती है और हल्का सिरदर्द भी होता है।,আমি মারাত্মক জয়েন্টে ব্যথা অনুভব করছি যা আমার দিনটিকে খুব কঠিন করে তুলছে। আমি সব সময় বমি বমিভাবের মতো অনুভব করি এবং খুব হালকা মাথাব্যথাও করি।
283,Dengue,"I have been vomiting frequently and have lost my appetite as a result. There are rashes on my skin and my eyes pain, because of which I cannot sleep properly.","मैं अक्सर उल्टी कर रहा हूं और परिणामस्वरूप अपनी भूख खो चुकी है। मेरी त्वचा और मेरी आंखों में दर्द होता है, जिसके कारण मैं ठीक से सो नहीं सकता।","আমি ঘন ঘন বমি বমি করছি এবং ফলস্বরূপ আমার ক্ষুধা হারিয়েছি। আমার ত্বকে ফুসকুড়ি এবং আমার চোখের ব্যথা রয়েছে, কারণ আমি সঠিকভাবে ঘুমাতে পারি না।"
284,Dengue,I have a high fever along with a severe headache. The fever is accompanied by extreme body pain and chills. I am worried about my health and don’t know what to do.,मुझे गंभीर सिरदर्द के साथ तेज बुखार है। बुखार चरम शरीर में दर्द और ठंड लगना है। मैं अपने स्वास्थ्य के बारे में चिंतित हूं और नहीं जानता कि क्या करना है।,মারাত্মক মাথাব্যথার সাথে আমার উচ্চ জ্বর রয়েছে। জ্বরের সাথে চরম শরীরের ব্যথা এবং শীতল হয়। আমি আমার স্বাস্থ্য নিয়ে উদ্বিগ্ন এবং কী করতে হবে তা জানি না।
285,Dengue,"I have been feeling extremely tired and fatigued, and I have no energy to do anything. The fatigue is so severe that I struggle to get out of bed. I have noticed small red spots on my arms and legs. ","मैं बेहद थका हुआ और थका हुआ महसूस कर रहा हूं, और मेरे पास कुछ भी करने के लिए कोई ऊर्जा नहीं है। थकान इतनी गंभीर है कि मैं बिस्तर से बाहर निकलने के लिए संघर्ष करता हूं। मैंने अपनी बाहों और पैरों पर छोटे लाल धब्बे देखे हैं।",আমি অত্যন্ত ক্লান্ত এবং ক্লান্তি বোধ করছি এবং আমার কিছু করার শক্তি নেই। ক্লান্তি এত মারাত্মক যে আমি বিছানা থেকে উঠতে লড়াই করি। আমি আমার বাহু এবং পায়ে ছোট লাল দাগ লক্ষ্য করেছি।
286,Dengue,I have been experiencing a severe headache that is accompanied by pain behind my eyes. I feel tired and fatigued because of which I cannot work all day. I am worried about my health.,"मैं एक गंभीर सिरदर्द का अनुभव कर रहा हूं जो मेरी आंखों के पीछे दर्द के साथ है। मैं थका हुआ और थका हुआ महसूस करता हूं, जिसके कारण मैं पूरे दिन काम नहीं कर सकता। मैं अपने स्वास्थ्य को लेकर चिंतित हूं।",আমি আমার চোখের পিছনে ব্যথা সহ একটি গুরুতর মাথাব্যথা অনুভব করছি। আমি ক্লান্ত এবং ক্লান্তি বোধ করি যার কারণে আমি সারা দিন কাজ করতে পারি না। আমি আমার স্বাস্থ্য নিয়ে উদ্বিগ্ন।
287,Dengue,"I have been feeling nauseous and have a constant urge to vomit, which is accompanied with mild fever and headache. ","मैं मिचली महसूस कर रहा हूं और उल्टी के लिए एक निरंतर आग्रह करता हूं, जो हल्के बुखार और सिरदर्द के साथ होता है।","আমি বমি বমি ভাব বোধ করছি এবং বমি করার জন্য অবিচ্ছিন্ন তাগিদ রয়েছে, যা হালকা জ্বর এবং মাথাব্যথার সাথে রয়েছে।"
288,Dengue,I have developed rashes on my body that are itchy and. I have lost my appetite and feel very tired all day. I feel something is wrong with my body.,मैंने अपने शरीर पर चकत्ते विकसित किए हैं जो खुजली वाले हैं और। मैंने अपनी भूख खो दी है और पूरे दिन बहुत थका हुआ महसूस किया है। मुझे लगता है कि मेरे शरीर में कुछ गलत है।,আমি আমার শরীরে ফুসকুড়ি তৈরি করেছি যা চুলকানি এবং। আমি আমার ক্ষুধা হারিয়েছি এবং সারা দিন খুব ক্লান্ত বোধ করছি। আমি আমার শরীরের সাথে কিছু ভুল বলে মনে করি।
289,Dengue,"I have been experiencing muscle pain and headache. The muscle pain feels like a constant ache and is worse when I try to use the affected muscles. There are small red spots developing on my face, neck and arms.","मुझे मांसपेशियों में दर्द और सिरदर्द का अनुभव हो रहा है। मांसपेशियों में दर्द एक निरंतर दर्द की तरह लगता है और जब मैं प्रभावित मांसपेशियों का उपयोग करने की कोशिश करता हूं तो यह बदतर होता है। मेरे चेहरे, गर्दन और बाहों पर छोटे लाल धब्बे विकसित हो रहे हैं।","আমি পেশী ব্যথা এবং মাথাব্যথা অনুভব করছি। পেশী ব্যথা একটি ধ্রুবক ব্যথার মতো অনুভূত হয় এবং আমি যখন আক্রান্ত পেশীগুলি ব্যবহার করার চেষ্টা করি তখন আরও খারাপ হয়। আমার মুখ, ঘাড় এবং বাহুতে ছোট ছোট লাল দাগগুলি বিকাশ করছে।"
290,Dengue,"My back hurts, and I have rashes on my arms and armpits. The back of my eyeballs hurt a lot. I also have a mild fever, which is making us concerned about my health. ","मेरी पीठ में दर्द होता है, और मेरी बाहों और कांख पर चकत्ते हैं। मेरे नेत्रगोलक के पीछे बहुत चोट लगी। मुझे एक हल्का बुखार भी है, जो हमें अपने स्वास्थ्य के बारे में चिंतित कर रहा है।","আমার পিঠে ব্যথা হয়, এবং আমি আমার বাহু এবং বগলের উপর ফুসকুড়ি পেয়েছি। আমার চোখের পেছনের পিছনে অনেক আঘাত পেয়েছে। আমারও একটি হালকা জ্বর রয়েছে, যা আমাদের আমার স্বাস্থ্যের বিষয়ে উদ্বিগ্ন করে তুলছে।"
291,Dengue,"I am experiencing very high fever and chills every night. It is really concerning me. Moreover, I don’t feel like eating anything and my back, arms, legs pain a lot. There is a strange pain behing my eyes. I can’t do any physical activities. ","मैं हर रात बहुत तेज बुखार और ठंड लग रहा हूं। यह वास्तव में मेरे विषय में है। इसके अलावा, मुझे कुछ भी खाने का मन नहीं है और मेरी पीठ, हाथ, पैर बहुत दर्द है। मेरी आँखों से एक अजीब दर्द है। मैं कोई शारीरिक गतिविधि नहीं कर सकता।","আমি প্রতি রাতে খুব উচ্চ জ্বর এবং শীতল হয়ে যাচ্ছি। এটা সত্যিই আমার সম্পর্কে। তদুপরি, আমি কিছু খাওয়ার মতো অনুভব করি না এবং আমার পিঠে, বাহু, পায়ে প্রচুর ব্যথা হয়। আমার চোখ খেতে একটি অদ্ভুত ব্যথা আছে। আমি কোনও শারীরিক ক্রিয়াকলাপ করতে পারি না।"
292,Dengue,"As a result of my regular vomiting, I've lost my appetite. My muscles, joints and back constantly hurt. I am starting to have fever too. I am really worried and not sure what to do.","मेरी नियमित उल्टी के परिणामस्वरूप, मैंने अपनी भूख खो दी है। मेरी मांसपेशियों, जोड़ों और पीठ में लगातार चोट लगी। मुझे बुखार भी शुरू हो रहा है। मैं वास्तव में चिंतित हूं और निश्चित नहीं हूं कि क्या करना है।","আমার নিয়মিত বমি হওয়ার ফলস্বরূপ, আমি আমার ক্ষুধা হারিয়েছি। আমার পেশী, জয়েন্টগুলি এবং পিছনে ক্রমাগত আঘাত। আমিও জ্বর হতে শুরু করছি। আমি সত্যিই উদ্বিগ্ন এবং কী করব তা নিশ্চিত নই।"
293,Dengue,I have been experiencing a severe fever that is accompanied by pain behind my eyes and headache. I feel tired and exhasuted because of which I cannot do any work.,"मैं एक गंभीर बुखार का अनुभव कर रहा हूं जो मेरी आंखों और सिरदर्द के पीछे दर्द के साथ है। मैं थका हुआ और उत्तेजित महसूस करता हूं, जिसके कारण मैं कोई काम नहीं कर सकता।",আমি আমার চোখ এবং মাথা ব্যথার পিছনে ব্যথা সহ একটি গুরুতর জ্বর অনুভব করছি। আমি ক্লান্ত এবং উত্সাহিত বোধ করি যার কারণে আমি কোনও কাজ করতে পারি না।
294,Dengue,"My whole body is paining a lot and I don’t feel like eating anything. I have mild fever and get chills every night. Also, there are some red spots developing on my back and neck.","मेरा पूरा शरीर बहुत दर्द कर रहा है और मुझे कुछ भी खाने का मन नहीं है। मुझे हल्का बुखार है और हर रात ठंड लगना है। इसके अलावा, मेरी पीठ और गर्दन पर कुछ लाल धब्बे विकसित हो रहे हैं।","আমার পুরো শরীরটি প্রচুর ব্যথা করছে এবং আমি কিছু খাওয়ার মতো মনে করি না। আমার হালকা জ্বর আছে এবং প্রতি রাতে শীতল হয়ে যায়। এছাড়াও, আমার পিছনে এবং ঘাড়ে কিছু লাল দাগ বিকাশ করছে।"
295,Dengue,"My joints and back pain everyday. I feel like vomitting and this has made me very weak. Because of my body pain, I am not able to focus on my work and don’t feel like doing anything.","मेरे जोड़ों और पीठ दर्द रोज। मुझे लगता है कि उल्टी हो रही है और इससे मुझे बहुत कमजोर हो गया है। अपने शरीर के दर्द के कारण, मैं अपने काम पर ध्यान केंद्रित नहीं कर पा रहा हूं और कुछ भी करने का मन नहीं करता हूं।","আমার জয়েন্টগুলি এবং পিঠে ব্যথা প্রতিদিন। আমি বমি বমি ভাব অনুভব করছি এবং এটি আমাকে খুব দুর্বল করে তুলেছে। আমার শরীরের ব্যথার কারণে, আমি আমার কাজের দিকে মনোনিবেশ করতে সক্ষম নই এবং কিছু করার মতো মনে করি না।"
296,Dengue,The body pain I have been feeling is extreme. I has lost my appetite and developed rashes on my arms and face. The back of my eyes pain a lot.,"मुझे जो शरीर का दर्द महसूस हो रहा है, वह चरम है। मैंने अपनी भूख खो दी है और अपनी बाहों और चेहरे पर चकत्ते विकसित किए हैं। मेरी आँखों के पीछे बहुत दर्द होता है।",আমি যে শরীরের ব্যথা অনুভব করছি তা চরম। আমি আমার ক্ষুধা হারিয়েছি এবং আমার বাহু এবং মুখে ফুসকুড়ি বিকাশ করেছি। আমার চোখের পিছনে অনেক ব্যথা হয়।
297,Dengue,I have developed rashes on my body. I am also experiencing high fever along with chills and headache. My joints and back hurt and there is a strange pain in the back of my eyes.,मैंने अपने शरीर पर चकत्ते विकसित किए हैं। मैं भी ठंड लगने और सिरदर्द के साथ तेज बुखार का अनुभव कर रहा हूं। मेरे जोड़ों और पीठ में चोट लगी है और मेरी आंखों के पीछे एक अजीब दर्द है।,আমি আমার শরীরে ফুসকুড়ি বিকাশ করেছি। আমি শীতল এবং মাথাব্যথার পাশাপাশি উচ্চ জ্বরও অনুভব করছি। আমার জয়েন্টগুলি এবং পিঠে আঘাত এবং আমার চোখের পিছনে একটি অদ্ভুত ব্যথা রয়েছে।
298,Dengue,"I have been feeling nauseous and have a constant urge to vomit. I get high fever and chills every night and feel terrible because of this. Also, I feel I have lost my appetite.","मैं मिचली महसूस कर रहा हूं और उल्टी करने के लिए एक निरंतर आग्रह करता हूं। मुझे हर रात तेज बुखार और ठंड लगती है और इस वजह से भयानक लगता है। इसके अलावा, मुझे लगता है कि मैंने अपनी भूख खो दी है।","আমি বমি বমি ভাব বোধ করছি এবং বমি করার জন্য অবিচ্ছিন্ন তাগিদ রয়েছে। আমি উচ্চ জ্বর পাই এবং প্রতি রাতে শীতল হয় এবং এর কারণে ভয়ঙ্কর বোধ করি। এছাড়াও, আমি মনে করি আমি আমার ক্ষুধা হারিয়েছি।"
299,Dengue,"There are rashes on my skin, which itch if I touch them. I don’t feel good as my joints pain whole day. At night, I have mild fever and get chills, because of which I can’t sleep too.","मेरी त्वचा पर चकत्ते हैं, जो अगर मैं उन्हें छूता हूं तो खुजली। मैं अपने जोड़ों के पूरे दिन दर्द के रूप में अच्छा महसूस नहीं करता। रात में, मुझे हल्का बुखार है और ठंड लगना है, जिसके कारण मैं भी सो नहीं सकता।","আমার ত্বকে ফুসকুড়ি রয়েছে, যদি আমি তাদের স্পর্শ করি তবে চুলকায়। আমার জয়েন্টগুলি পুরো দিন ব্যথা হিসাবে আমি ভাল বোধ করি না। রাতে, আমার হালকা জ্বর হয় এবং শীতল হয়ে যায়, যার কারণে আমিও ঘুমাতে পারি না।"
0,Fungal infection,"I have raised lumps, a rash that looks red and inflamed, discoloured areas of skin that are different colours from the rest of my skin, and itching on my skin.","मैंने गांठ को उठाया है, एक चकत्ते जो लाल और सूजन, त्वचा के निराश क्षेत्रों को दिखता है, जो मेरी त्वचा के बाकी हिस्सों से अलग -अलग रंग हैं, और मेरी त्वचा पर खुजली करते हैं।","আমি গলদ উত্থাপন করেছি, এমন একটি ফুসকুড়ি যা লাল এবং ফুলে যাওয়া, ত্বকের বর্ণহীন অঞ্চলগুলি যা আমার ত্বকের বাকী অংশ থেকে বিভিন্ন রঙ এবং আমার ত্বকে চুলকানি করে।"
1,Fungal infection,"All over my body, there has been a severe itching that has been followed by a red, bumpy rash. My skin also has a few darkened spots and a few tiny, nodular breakouts. It has been happening for several days and is becoming worse.","मेरे पूरे शरीर में, एक गंभीर खुजली हुई है जो एक लाल, ऊबड़ -खाबड़ दाने के बाद हुई है। मेरी त्वचा में कुछ काले धब्बे और कुछ छोटे, गांठदार ब्रेकआउट भी हैं। यह कई दिनों से हो रहा है और बदतर होता जा रहा है।","আমার সমস্ত শরীর জুড়ে, একটি গুরুতর চুলকানি হয়েছে যা একটি লাল, গণ্ডগোলের ফুসকুড়ি অনুসরণ করেছে। আমার ত্বকে কয়েকটি গা dark ় দাগ এবং কয়েকটি ক্ষুদ্র, নোডুলার ব্রেকআউট রয়েছে। এটি বেশ কয়েক দিন ধরে ঘটছে এবং আরও খারাপ হয়ে উঠছে।"
2,Fungal infection,"I've had a rash on my skin that looks like dischromic patches, and I also have a lot of nodular eruptions and really bad itching. During the previous week, it has become worse.","मेरे पास मेरी त्वचा पर एक चकत्ते है जो डिस्च्रोमिक पैच की तरह दिखता है, और मेरे पास बहुत सारी गांठदार विस्फोट और वास्तव में खराब खुजली भी है। पिछले सप्ताह के दौरान, यह बदतर हो गया है।","আমার ত্বকে একটি ফুসকুড়ি ছিল যা দেখতে ডিসক্রোমিক প্যাচগুলির মতো দেখতে এবং আমার কাছে প্রচুর নোডুলার বিস্ফোরণ এবং সত্যিই খারাপ চুলকানি রয়েছে। আগের সপ্তাহে, এটি আরও খারাপ হয়ে গেছে।"
3,Fungal infection,"I've had a rash that won't go away and a bothersome itching on my skin. In addition, I've seen some color-different areas and bumps that resemble knots or lumps on my skin.","मेरे पास एक चकत्ते है जो दूर नहीं जाएगा और मेरी त्वचा पर एक परेशान खुजली है। इसके अलावा, मैंने कुछ रंग-अलग क्षेत्रों और धक्कों को देखा है जो मेरी त्वचा पर गांठ या गांठ से मिलते जुलते हैं।","আমার এমন একটি ফুসকুড়ি ছিল যা দূরে যাবে না এবং আমার ত্বকে বিরক্তিকর চুলকানি করছে। তদতিরিক্ত, আমি কিছু রঙিন-বিভাজন অঞ্চল এবং ফোঁড়াগুলি দেখেছি যা আমার ত্বকে নট বা গলদগুলির সাথে সাদৃশ্যপূর্ণ।"
4,Fungal infection,"I have a rash all over my body, and I can't stop scratching because my skin is itchy. My skin also has a few spots where the hue is altered and some lumps and knot-like pimples.","मेरे पास पूरे शरीर में एक दाने हैं, और मैं खरोंच करना बंद नहीं कर सकता क्योंकि मेरी त्वचा खुजली है। मेरी त्वचा में कुछ स्पॉट भी होते हैं जहां ह्यू को बदल दिया जाता है और कुछ गांठ और गाँठ जैसी पिंपल्स।","আমার সারা শরীর জুড়ে একটি ফুসকুড়ি আছে, এবং আমি স্ক্র্যাচিং বন্ধ করতে পারি না কারণ আমার ত্বক চুলকানি। আমার ত্বকের কয়েকটি দাগও রয়েছে যেখানে হিউটি পরিবর্তন করা হয় এবং কিছু গলদা এবং গিঁট-জাতীয় পিম্পলস রয়েছে।"
5,Fungal infection,"Recently, my skin has been quite itchy, and I have a rash all over my body. My skin also has a few spots where the hue is altered and some lumps and knot-like pimples.","हाल ही में, मेरी त्वचा काफी खुजली हुई है, और मेरे पूरे शरीर में एक दाने हैं। मेरी त्वचा में कुछ स्पॉट भी होते हैं जहां ह्यू को बदल दिया जाता है और कुछ गांठ और गाँठ जैसी पिंपल्स।","সম্প্রতি, আমার ত্বক বেশ চুলকানি হয়েছে এবং আমার সারা শরীর জুড়ে আমার ফুসকুড়ি রয়েছে। আমার ত্বকের কয়েকটি দাগও রয়েছে যেখানে হিউটি পরিবর্তন করা হয় এবং কিছু গলদা এবং গিঁট-জাতীয় পিম্পলস রয়েছে।"
6,Fungal infection,"My skin has been itching a lot and developing a rash. Additionally, I have a few areas of my skin that are a different hue than the rest of it. Additionally, I have a few firm pimples or breakouts on my skin.","मेरी त्वचा बहुत खुजली कर रही है और एक दाने विकसित कर रही है। इसके अतिरिक्त, मेरे पास मेरी त्वचा के कुछ क्षेत्र हैं जो इसके बाकी हिस्सों की तुलना में एक अलग रंग हैं। इसके अतिरिक्त, मेरे पास मेरी त्वचा पर कुछ फर्म पिंपल्स या ब्रेकआउट हैं।","আমার ত্বক প্রচুর চুলকানি করছে এবং একটি ফুসকুড়ি বিকাশ করছে। অতিরিক্তভাবে, আমার ত্বকের কয়েকটি ক্ষেত্র রয়েছে যা এর বাকী অংশের চেয়ে আলাদা রঙ। অতিরিক্তভাবে, আমার ত্বকে আমার কয়েকটি দৃ pimp ় পিম্পল বা ব্রেকআউট রয়েছে।"
7,Fungal infection,"All over my body has been itching like crazy, and now there are red areas all over. Additionally, some of the patches have a different tone than my natural skin. And on my skin, there are these lumps or pimples that have developed.","मेरे पूरे शरीर में पागल की तरह खुजली हो रही है, और अब सभी पर लाल क्षेत्र हैं। इसके अतिरिक्त, कुछ पैच में मेरी प्राकृतिक त्वचा की तुलना में एक अलग स्वर है। और मेरी त्वचा पर, ये गांठ या पिंपल्स हैं जो विकसित हुए हैं।","আমার সারা শরীর জুড়ে পাগলের মতো চুলকানি হচ্ছে এবং এখন এখন সমস্ত লাল অঞ্চল রয়েছে। অতিরিক্তভাবে, কিছু প্যাচগুলি আমার প্রাকৃতিক ত্বকের চেয়ে আলাদা স্বর রয়েছে। এবং আমার ত্বকে, এই গলদা বা পিম্পলগুলি বিকাশ করেছে।"
8,Fungal infection,"My skin has been acting up recently, becoming extremely itchy and rashes-prone. Additionally, there are certain spots that deviate from my natural skin tone in terms of hue. And now my skin has these lumps or bumps that weren't there before.","मेरी त्वचा हाल ही में अभिनय कर रही है, जो बेहद खुजली और चकत्ते बन रही है। इसके अतिरिक्त, कुछ ऐसे स्पॉट हैं जो ह्यू के संदर्भ में मेरी प्राकृतिक त्वचा टोन से विचलित होते हैं। और अब मेरी त्वचा में ये गांठ या धक्के हैं जो पहले नहीं थे।","আমার ত্বক সম্প্রতি অভিনয় করছে, অত্যন্ত চুলকানি এবং ফুসকুড়ি প্রবণে পরিণত হয়েছে। অতিরিক্তভাবে, এমন কিছু স্পট রয়েছে যা আমার প্রাকৃতিক ত্বকের স্বর থেকে হিউয়ের দিক থেকে বিচ্যুত হয়। এবং এখন আমার ত্বকে এই গলদা বা ধাক্কা রয়েছে যা আগে ছিল না।"
9,Fungal infection,"On my arms and legs, I have a lot of red pimples and itchy skin. My skin also has a few odd-looking lesions. And occasionally there are bumps that are somewhat uncomfortable.","मेरी बाहों और पैरों पर, मेरे पास बहुत सारे लाल पिंपल्स और खुजली वाली त्वचा है। मेरी त्वचा में कुछ अजीब दिखने वाले घाव भी हैं। और कभी -कभी ऐसे धक्कों होते हैं जो कुछ हद तक असहज होते हैं।",আমার বাহু এবং পায়ে আমার প্রচুর লাল পিম্পল এবং চুলকানি ত্বক রয়েছে। আমার ত্বকে কয়েকটি অদ্ভুত চেহারার ক্ষতও রয়েছে। এবং মাঝেমধ্যে এমন কিছু ঝাঁকুনি রয়েছে যা কিছুটা অস্বস্তিকর।
10,Fungal infection,I have an itchy skin and lots of red bumps on my arms and legs. There are some weird looking spots on my skin too. And sometimes there are bumps that feel kind of hard.,मेरे पास एक खुजली वाली त्वचा है और मेरी बाहों और पैरों पर बहुत सारे लाल धक्के हैं। मेरी त्वचा पर कुछ अजीब दिखने वाले स्पॉट भी हैं। और कभी -कभी ऐसे धक्कों होते हैं जो कठिन महसूस करते हैं।,আমার একটি চুলকানি ত্বক এবং আমার বাহু এবং পায়ে প্রচুর লাল বাম্প রয়েছে। আমার ত্বকেও কিছু অদ্ভুত চেহারার দাগ রয়েছে। এবং কখনও কখনও এমন কিছু ঝাঁকুনি থাকে যা একরকম কঠিন অনুভব করে।
11,Fungal infection,"Doctor, I have a really itchy rash on my skin and there are some weird spots that are a different color. There are also some bumps on my skin that look like little knots","डॉक्टर, मेरे पास मेरी त्वचा पर वास्तव में खुजली है और कुछ अजीब धब्बे हैं जो एक अलग रंग हैं। मेरी त्वचा पर कुछ धक्कों भी हैं जो छोटे गांठों की तरह दिखते हैं","ডাক্তার, আমার ত্বকে আমার সত্যিই চুলকানি ফুসকুড়ি রয়েছে এবং কিছু অদ্ভুত দাগ রয়েছে যা আলাদা রঙ। আমার ত্বকে এমন কিছু ধাক্কা রয়েছে যা দেখতে ছোট গিঁটের মতো লাগে"
12,Fungal infection,"Doctor, My skin is covered in a very uncomfortable rash, along with some odd patches of a different hue. My skin also has a few pimples that resemble little knots","डॉक्टर, मेरी त्वचा एक बहुत ही असहज दाने में शामिल है, साथ ही एक अलग रंग के कुछ विषम पैच के साथ। मेरी त्वचा में कुछ पिम्पल भी हैं जो छोटे समुद्री मील से मिलते जुलते हैं","ডাক্তার, আমার ত্বক একটি ভিন্ন বর্ণের কিছু বিজোড় প্যাচ সহ খুব অস্বস্তিকর ফুসকুড়ি দিয়ে covered াকা রয়েছে। আমার ত্বকের কয়েকটি পিম্পলও রয়েছে যা সামান্য নটগুলির সাথে সাদৃশ্যপূর্ণ"
13,Fungal infection,"I have lots of itchy spots on my skin, and sometimes they turn red or bumpy. There are also some weird patches that are different colors than the rest of my skin, and sometimes I get these weird bumps that look like little balls.","मेरी त्वचा पर बहुत सारे खुजली वाले धब्बे हैं, और कभी -कभी वे लाल या ऊबड़ जाते हैं। कुछ अजीब पैच भी हैं जो मेरी त्वचा के बाकी हिस्सों की तुलना में अलग -अलग रंग हैं, और कभी -कभी मुझे ये अजीब धक्के मिलते हैं जो छोटी गेंदों की तरह दिखते हैं।",আমার ত্বকে প্রচুর চুলকানি দাগ রয়েছে এবং কখনও কখনও সেগুলি লাল বা গণ্ডগোল হয়ে যায়। এমন কিছু অদ্ভুত প্যাচও রয়েছে যা আমার ত্বকের বাকী অংশের চেয়ে আলাদা রঙ এবং কখনও কখনও আমি এই অদ্ভুত বাম্পগুলি পাই যা দেখতে ছোট ছোট বলের মতো।
